customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-4268,Male,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,Yes,Electronic check,45.2,1647.96,No
CUST-4269,Male,0,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.65,5213.88,No
CUST-4270,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.63,3875.69,No
CUST-4271,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,No,Electronic check,33.55,1365.76,No
CUST-4272,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,98.17,3385.91,No
CUST-4273,Male,1,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,97.31,5598.82,No
CUST-4274,Male,0,Yes,Yes,12,Yes,No phone service,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),41.97,609.27,No
CUST-4275,Female,0,Yes,No,51,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),47.16,2447.29,No
CUST-4276,Male,1,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,112.74,6491.07,No
CUST-4277,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,101.39,3139.35,Yes
CUST-4278,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,One year,No,Mailed check,88.48,5233.63,No
CUST-4279,Male,0,No,No,57,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,26.31,1512.3,No
CUST-4280,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,60.24,3310.43,No
CUST-4281,Male,0,No,Yes,27,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.49,2081.79,No
CUST-4282,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No,One year,No,Electronic check,36.93,55.79,No
CUST-4283,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Mailed check,63.27,2574.11,No
CUST-4284,Male,0,No,No,47,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Mailed check,78.7,3616.62,No
CUST-4285,Female,0,Yes,No,39,Yes,Yes,No,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,51.07,1988.55,No
CUST-4286,Female,0,Yes,No,62,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,96.88,5948.83,No
CUST-4287,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,102.89,7306.37,Yes
CUST-4288,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,50.68,98.25,Yes
CUST-4289,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,One year,Yes,Electronic check,102.7,3862.73,No
CUST-4290,Male,0,No,Yes,26,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,28.46,774.18,Yes
CUST-4291,Male,0,Yes,No,8,No,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,102.61,853.89,No
CUST-4292,Male,0,No,No,15,Yes,No,No,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,33.43,555.06,No
CUST-4293,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Mailed check,26.38,1470.46,No
CUST-4294,Male,0,No,Yes,30,Yes,No,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,82.82,2511.94,No
CUST-4295,Male,1,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.67,925.44,No
CUST-4296,Female,1,No,Yes,24,Yes,No,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,109.7,2626.07,Yes
CUST-4297,Female,0,Yes,No,33,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.68,1834.7,No
CUST-4298,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),47.0,3049.34,No
CUST-4299,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,68.57,1581.07,No
CUST-4300,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,64.05,4724.56,No
CUST-4301,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.79,1360.49,No
CUST-4302,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.07,1669.03,No
CUST-4303,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,94.72,5980.59,No
CUST-4304,Female,0,Yes,No,9,Yes,No phone service,DSL,No,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,104.15,936.3,No
CUST-4305,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,116.26,7684.75,Yes
CUST-4306,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),44.93,1013.44,No
CUST-4307,Female,1,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,90.33,386.06,No
CUST-4308,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),57.82,3842.64,No
CUST-4309,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),86.39,4924.56,No
CUST-4310,Male,0,No,Yes,26,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),66.07,1724.82,Yes
CUST-4311,Male,0,No,Yes,14,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.37,1674.22,No
CUST-4312,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.62,3088.72,Yes
CUST-4313,Female,0,No,No,52,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,114.2,5962.66,No
CUST-4314,Female,0,No,No,43,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,102.33,4439.2,No
CUST-4315,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.19,2802.99,No
CUST-4316,Female,1,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,100.26,4627.88,No
CUST-4317,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),64.38,2096.76,No
CUST-4318,Male,0,Yes,No,49,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,43.43,2122.92,Yes
CUST-4319,Male,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,55.4,552.25,No
CUST-4320,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.04,96.49,No
CUST-4321,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,70.92,3230.25,No
CUST-4322,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.01,3777.77,No
CUST-4323,Female,0,No,No,0,Yes,Yes,No,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,71.05,57.27,No
CUST-4324,Female,0,Yes,Yes,65,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.38,7418.17,No
CUST-4325,Female,0,Yes,Yes,29,No,No,No,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,110.06,3255.5,No
CUST-4326,Female,1,No,No,2,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),34.33,120.02,No
CUST-4327,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,55.26,1090.7,Yes
CUST-4328,Female,0,No,No,48,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.82,2859.77,No
CUST-4329,Female,1,No,No,61,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,54.41,3277.12,No
CUST-4330,Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),98.65,3612.12,No
CUST-4331,Male,0,No,Yes,14,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),70.93,1058.82,Yes
CUST-4332,Female,0,Yes,No,51,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,No,Mailed check,75.78,3842.33,No
CUST-4333,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Mailed check,104.15,4732.02,No
CUST-4334,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,99.4,2379.4,Yes
CUST-4335,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,31.35,629.75,No
CUST-4336,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),90.11,281.87,No
CUST-4337,Male,0,No,No,69,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,61.98,4219.27,No
CUST-4338,Female,0,Yes,No,46,Yes,No,No,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),47.76,2261.61,No
CUST-4339,Male,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),23.05,1536.56,No
CUST-4340,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,67.21,1157.6,Yes
CUST-4341,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Two year,No,Mailed check,53.9,1168.32,No
CUST-4342,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,43.4,948.42,No
CUST-4343,Female,0,No,No,63,Yes,No,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,88.16,5544.87,No
CUST-4344,Female,0,Yes,No,66,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,95.72,6377.82,No
CUST-4345,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,42.72,1666.7,No
CUST-4346,Female,0,No,No,9,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),22.99,222.91,No
CUST-4347,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,103.72,5339.56,No
CUST-4348,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,19.01,1349.72,Yes
CUST-4349,Male,0,No,No,60,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,112.65,6798.38,Yes
CUST-4350,Female,1,Yes,Yes,63,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.39,5121.78,No
CUST-4351,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,50.51,251.1,No
CUST-4352,Female,0,No,Yes,52,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,42.89,2251.35,No
CUST-4353,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.91,1009.87,No
CUST-4354,Male,1,No,Yes,36,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),41.78,1507.79,Yes
CUST-4355,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),31.91,1632.83,No
CUST-4356,Male,0,No,No,58,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),79.83,4689.83,No
CUST-4357,Male,0,No,No,68,Yes,No,No,No,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,34.82,2305.03,No
CUST-4358,Male,1,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),71.39,5086.62,No
CUST-4359,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,77.6,4478.9,No
CUST-4360,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,48.1,0.0,No
CUST-4361,Female,1,Yes,No,64,Yes,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.54,1401.94,No
CUST-4362,Female,0,No,Yes,59,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,21.76,1301.89,No
CUST-4363,Male,0,Yes,No,50,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,20.66,1008.67,Yes
CUST-4364,Male,0,Yes,Yes,29,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.65,2652.95,Yes
CUST-4365,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,50.12,466.53,No
CUST-4366,Male,0,No,No,38,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,98.43,3771.08,No
CUST-4367,Female,0,No,No,71,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.61,4294.62,No
CUST-4368,Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.75,3932.05,No
CUST-4369,Female,0,No,No,63,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,69.8,4320.93,No
CUST-4370,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),90.02,5439.64,No
CUST-4371,Female,1,Yes,Yes,53,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,45.62,2401.05,No
CUST-4372,Male,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,30.28,2207.5,Yes
CUST-4373,Male,0,No,Yes,57,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),74.16,4289.6,No
CUST-4374,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.02,2869.42,Yes
CUST-4375,Male,0,No,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,62.69,2017.66,Yes
CUST-4376,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,83.34,2515.67,No
CUST-4377,Female,0,Yes,No,51,No,No,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Electronic check,67.91,3519.48,No
CUST-4378,Female,0,No,No,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),80.65,34.82,No
CUST-4379,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.96,3979.61,Yes
CUST-4380,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,92.72,1857.95,No
CUST-4381,Female,0,No,No,39,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.3,3516.76,Yes
CUST-4382,Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,71.95,0.0,No
CUST-4383,Male,0,No,No,64,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),86.57,5573.71,No
CUST-4384,Male,0,No,No,62,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),106.23,6618.4,Yes
CUST-4385,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,61.66,3297.48,Yes
CUST-4386,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.69,2441.76,No
CUST-4387,Female,1,Yes,Yes,20,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,95.19,1969.6,Yes
CUST-4388,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),76.84,1639.16,Yes
CUST-4389,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Two year,No,Electronic check,25.17,947.37,No
CUST-4390,Male,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.1,709.98,Yes
CUST-4391,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,21.11,1307.51,No
CUST-4392,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.59,4404.08,Yes
CUST-4393,Male,0,No,No,16,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,94.64,1444.73,No
CUST-4394,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,114.26,1864.67,No
CUST-4395,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,23.47,324.45,No
CUST-4396,Female,0,Yes,Yes,16,Yes,No,No,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,78.28,1338.76,No
CUST-4397,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.21,2301.06,No
CUST-4398,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,51.39,2261.69,No
CUST-4399,Female,0,Yes,No,5,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.12,156.73,No
CUST-4400,Male,1,No,Yes,34,Yes,No,No,No,No,Yes,No,No internet service,Yes,One year,No,Mailed check,74.83,2530.82,No
CUST-4401,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,No,Electronic check,66.38,923.9,No
CUST-4402,Female,0,Yes,No,71,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,28.56,1950.31,No
CUST-4403,Female,1,Yes,No,60,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),79.86,4767.21,No
CUST-4404,Male,0,Yes,No,14,No,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),92.53,1317.73,No
CUST-4405,Male,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.5,5120.05,Yes
CUST-4406,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,109.44,2844.75,No
CUST-4407,Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),59.36,673.2,No
CUST-4408,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,114.26,3417.26,No
CUST-4409,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,105.41,3565.59,No
CUST-4410,Male,1,No,No,59,Yes,Yes,DSL,No,No,No internet service,No,No,No,Two year,No,Mailed check,47.95,2813.0,No
CUST-4411,Female,0,No,Yes,5,Yes,No phone service,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,34.09,148.69,Yes
CUST-4412,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.97,4192.22,Yes
CUST-4413,Female,0,No,Yes,57,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),58.59,3253.83,No
CUST-4414,Male,1,Yes,No,48,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,76.15,3670.21,No
CUST-4415,Female,0,No,No,22,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.92,1725.98,No
CUST-4416,Male,1,Yes,Yes,33,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),93.75,3168.67,No
CUST-4417,Male,0,No,No,25,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Mailed check,69.5,1780.52,No
CUST-4418,Female,0,No,Yes,46,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,28.59,1355.61,No
CUST-4419,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,104.69,433.56,Yes
CUST-4420,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,49.29,848.38,Yes
CUST-4421,Male,0,No,No,5,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,116.1,594.51,No
CUST-4422,Female,0,Yes,No,69,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,29.9,2068.72,Yes
CUST-4423,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,114.78,6708.73,No
CUST-4424,Female,1,No,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,27.19,1741.34,Yes
CUST-4425,Male,1,No,No,17,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Two year,Yes,Electronic check,41.33,696.12,No
CUST-4426,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),22.7,166.01,No
CUST-4427,Female,0,No,No,16,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.22,1469.94,No
CUST-4428,Female,1,Yes,Yes,13,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,103.88,1367.43,No
CUST-4429,Male,1,No,No,12,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,61.84,764.85,No
CUST-4430,Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,111.78,673.74,Yes
CUST-4431,Male,0,Yes,No,43,No,No,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.62,3338.49,No
CUST-4432,Female,0,No,No,14,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,81.63,1034.31,No
CUST-4433,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,103.39,1815.27,No
CUST-4434,Female,0,Yes,Yes,62,No,Yes,No,Yes,No internet service,No,Yes,No,No,One year,Yes,Electronic check,47.98,2947.71,No
CUST-4435,Male,1,Yes,No,34,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.78,1851.05,Yes
CUST-4436,Female,0,No,No,34,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),109.5,3640.42,No
CUST-4437,Male,0,No,Yes,18,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),109.0,1935.94,No
CUST-4438,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,116.62,2183.31,Yes
CUST-4439,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),109.09,3714.9,No
CUST-4440,Male,1,Yes,No,31,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,30.86,979.32,No
CUST-4441,Male,0,No,No,47,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),101.2,4724.11,No
CUST-4442,Male,0,No,Yes,43,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),59.39,2525.07,No
CUST-4443,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),118.07,2681.6,No
CUST-4444,Female,0,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.7,3922.49,No
